rikishi1,odds1,rikishi2,odds2,ts
Kaisei,1.67,Chiyomaru,2.2,2017-09-16 01:55:03
Mitakeumi,1.5,Tochiozan,2.59,2017-09-16 01:55:03
Nishikigi,2.875,Takarafuji,1.42,2017-09-16 01:55:03
Shodai,2.28,Goeido,1.63,2017-09-16 01:55:03
Shohozan,2.34,Harumafuji,1.6,2017-09-16 01:55:03
Takakeisho,1.8,Chiyotairyu,2.01,2017-09-16 01:55:03
Takanoiwa,1.65,Kagayaki,2.24,2017-09-16 01:55:03
Tamawashi,2.59,Kotoshogiku,1.5,2017-09-16 01:55:03
Yutakayama,1.95,Okinoumi,1.85,2017-09-16 01:55:03
Asanoyama,2.12,Daiamami,1.72,2017-09-16 02:00:02
Chiyonokuni,1.82,Arawashi,1.99,2017-09-16 02:00:02
Daieisho,1.4,Sadanoumi,2.96,2017-09-16 02:00:02
Daishomaru,1.43,Tokushoryu,2.83,2017-09-16 02:00:02
Endo,1.90909090909091,Takekaze,1.89,2017-09-16 02:00:02
Hokutofuji,2.72,Onosho,1.46,2017-09-16 02:00:02
Ichinojo,2.19,Chiyoshoma,1.68,2017-09-16 02:00:02
Ishiura,2.09,Ikioi,1.74,2017-09-16 02:00:02
Kaisei,1.67,Chiyomaru,2.2,2017-09-16 02:00:02
Mitakeumi,1.5,Tochiozan,2.59,2017-09-16 02:00:02
Nishikigi,2.875,Takarafuji,1.42,2017-09-16 02:00:02
Shodai,2.28,Goeido,1.63,2017-09-16 02:00:02
Shohozan,2.34,Harumafuji,1.6,2017-09-16 02:00:02
Takakeisho,1.8,Chiyotairyu,2.01,2017-09-16 02:00:02
Takanoiwa,1.65,Kagayaki,2.24,2017-09-16 02:00:02
Tamawashi,2.59,Kotoshogiku,1.5,2017-09-16 02:00:02
Yutakayama,1.95,Okinoumi,1.85,2017-09-16 02:00:02
Asanoyama,2.12,Daiamami,1.72,2017-09-16 02:05:03
Chiyonokuni,1.82,Arawashi,1.99,2017-09-16 02:05:03
Daieisho,1.4,Sadanoumi,2.96,2017-09-16 02:05:03
Daishomaru,1.43,Tokushoryu,2.83,2017-09-16 02:05:03
Endo,1.90909090909091,Takekaze,1.89,2017-09-16 02:05:03
Hokutofuji,2.72,Onosho,1.46,2017-09-16 02:05:03
Ichinojo,2.19,Chiyoshoma,1.68,2017-09-16 02:05:03
Ishiura,2.09,Ikioi,1.74,2017-09-16 02:05:03
Kaisei,1.67,Chiyomaru,2.2,2017-09-16 02:05:03
Mitakeumi,1.5,Tochiozan,2.59,2017-09-16 02:05:03
Nishikigi,2.875,Takarafuji,1.42,2017-09-16 02:05:03
Shodai,2.28,Goeido,1.63,2017-09-16 02:05:03
Shohozan,2.34,Harumafuji,1.6,2017-09-16 02:05:03
Takakeisho,1.8,Chiyotairyu,2.01,2017-09-16 02:05:03
Takanoiwa,1.65,Kagayaki,2.24,2017-09-16 02:05:03
Tamawashi,2.59,Kotoshogiku,1.5,2017-09-16 02:05:03
Yutakayama,1.95,Okinoumi,1.85,2017-09-16 02:05:03
Asanoyama,2.12,Daiamami,1.72,2017-09-16 02:10:02
Chiyonokuni,1.82,Arawashi,1.99,2017-09-16 02:10:02
Daieisho,1.4,Sadanoumi,2.96,2017-09-16 02:10:02
Daishomaru,1.43,Tokushoryu,2.83,2017-09-16 02:10:02
Endo,1.90909090909091,Takekaze,1.89,2017-09-16 02:10:02
Hokutofuji,2.72,Onosho,1.46,2017-09-16 02:10:02
Ichinojo,2.19,Chiyoshoma,1.68,2017-09-16 02:10:02
Ishiura,2.09,Ikioi,1.74,2017-09-16 02:10:02
Kaisei,1.67,Chiyomaru,2.2,2017-09-16 02:10:02
Mitakeumi,1.5,Tochiozan,2.59,2017-09-16 02:10:02
Nishikigi,2.875,Takarafuji,1.42,2017-09-16 02:10:02
Shodai,2.28,Goeido,1.63,2017-09-16 02:10:02
Shohozan,2.34,Harumafuji,1.6,2017-09-16 02:10:02
Takakeisho,1.8,Chiyotairyu,2.01,2017-09-16 02:10:02
Takanoiwa,1.65,Kagayaki,2.24,2017-09-16 02:10:02
Tamawashi,2.59,Kotoshogiku,1.5,2017-09-16 02:10:02
Yutakayama,1.95,Okinoumi,1.85,2017-09-16 02:10:02
Asanoyama,2.12,Daiamami,1.72,2017-09-16 02:15:03
Chiyonokuni,1.82,Arawashi,1.99,2017-09-16 02:15:03
Daieisho,1.4,Sadanoumi,2.96,2017-09-16 02:15:03
Daishomaru,1.43,Tokushoryu,2.83,2017-09-16 02:15:03
Endo,1.90909090909091,Takekaze,1.89,2017-09-16 02:15:03
Hokutofuji,2.72,Onosho,1.46,2017-09-16 02:15:03
Ichinojo,2.19,Chiyoshoma,1.68,2017-09-16 02:15:03
Ishiura,2.09,Ikioi,1.74,2017-09-16 02:15:03
Kaisei,1.67,Chiyomaru,2.2,2017-09-16 02:15:03
Mitakeumi,1.5,Tochiozan,2.59,2017-09-16 02:15:03
Nishikigi,2.875,Takarafuji,1.42,2017-09-16 02:15:03
Shodai,2.28,Goeido,1.63,2017-09-16 02:15:03
Shohozan,2.34,Harumafuji,1.6,2017-09-16 02:15:03
Takakeisho,1.8,Chiyotairyu,2.01,2017-09-16 02:15:03
Takanoiwa,1.65,Kagayaki,2.24,2017-09-16 02:15:03
Tamawashi,2.59,Kotoshogiku,1.5,2017-09-16 02:15:03
Yutakayama,1.95,Okinoumi,1.85,2017-09-16 02:15:03
Asanoyama,2.12,Daiamami,1.72,2017-09-16 02:20:02
Chiyonokuni,1.82,Arawashi,1.99,2017-09-16 02:20:02
Daieisho,1.4,Sadanoumi,2.96,2017-09-16 02:20:02
Daishomaru,1.43,Tokushoryu,2.83,2017-09-16 02:20:02
Endo,1.90909090909091,Takekaze,1.89,2017-09-16 02:20:02
Hokutofuji,2.72,Onosho,1.46,2017-09-16 02:20:02
Ichinojo,2.19,Chiyoshoma,1.68,2017-09-16 02:20:02
Ishiura,2.09,Ikioi,1.74,2017-09-16 02:20:02
Kaisei,1.67,Chiyomaru,2.2,2017-09-16 02:20:02
Mitakeumi,1.5,Tochiozan,2.59,2017-09-16 02:20:02
Nishikigi,2.875,Takarafuji,1.42,2017-09-16 02:20:02
Shodai,2.28,Goeido,1.63,2017-09-16 02:20:02
Shohozan,2.34,Harumafuji,1.6,2017-09-16 02:20:02
Takakeisho,1.8,Chiyotairyu,2.01,2017-09-16 02:20:02
Takanoiwa,1.65,Kagayaki,2.24,2017-09-16 02:20:02
Tamawashi,2.59,Kotoshogiku,1.5,2017-09-16 02:20:02
Yutakayama,1.95,Okinoumi,1.85,2017-09-16 02:20:02
Asanoyama,2.12,Daiamami,1.72,2017-09-16 02:25:03
Chiyonokuni,1.82,Arawashi,1.99,2017-09-16 02:25:03
Daieisho,1.4,Sadanoumi,2.96,2017-09-16 02:25:03
Daishomaru,1.43,Tokushoryu,2.83,2017-09-16 02:25:03
Endo,1.90909090909091,Takekaze,1.89,2017-09-16 02:25:03
Hokutofuji,2.72,Onosho,1.46,2017-09-16 02:25:03
Ichinojo,2.19,Chiyoshoma,1.68,2017-09-16 02:25:03
Ishiura,2.09,Ikioi,1.74,2017-09-16 02:25:03
Kaisei,1.67,Chiyomaru,2.2,2017-09-16 02:25:03
Mitakeumi,1.5,Tochiozan,2.59,2017-09-16 02:25:03
Nishikigi,2.875,Takarafuji,1.42,2017-09-16 02:25:03
Shodai,2.28,Goeido,1.63,2017-09-16 02:25:03
Shohozan,2.34,Harumafuji,1.6,2017-09-16 02:25:03
Takakeisho,1.8,Chiyotairyu,2.01,2017-09-16 02:25:03
Takanoiwa,1.65,Kagayaki,2.24,2017-09-16 02:25:03
Tamawashi,2.59,Kotoshogiku,1.5,2017-09-16 02:25:03
Yutakayama,1.95,Okinoumi,1.85,2017-09-16 02:25:03
Asanoyama,2.12,Daiamami,1.72,2017-09-16 02:30:02
Chiyonokuni,1.82,Arawashi,1.99,2017-09-16 02:30:02
Daieisho,1.4,Sadanoumi,2.96,2017-09-16 02:30:02
Daishomaru,1.43,Tokushoryu,2.83,2017-09-16 02:30:02
Endo,1.90909090909091,Takekaze,1.89,2017-09-16 02:30:02
Hokutofuji,2.72,Onosho,1.46,2017-09-16 02:30:02
Ichinojo,2.19,Chiyoshoma,1.68,2017-09-16 02:30:02
Ishiura,2.09,Ikioi,1.74,2017-09-16 02:30:02
Kaisei,1.67,Chiyomaru,2.2,2017-09-16 02:30:02
Mitakeumi,1.5,Tochiozan,2.59,2017-09-16 02:30:02
Nishikigi,2.875,Takarafuji,1.42,2017-09-16 02:30:02
Shodai,2.28,Goeido,1.63,2017-09-16 02:30:02
Shohozan,2.34,Harumafuji,1.6,2017-09-16 02:30:02
Takakeisho,1.8,Chiyotairyu,2.01,2017-09-16 02:30:02
Takanoiwa,1.65,Kagayaki,2.24,2017-09-16 02:30:02
Tamawashi,2.59,Kotoshogiku,1.5,2017-09-16 02:30:02
Yutakayama,1.95,Okinoumi,1.85,2017-09-16 02:30:02
Asanoyama,2.12,Daiamami,1.72,2017-09-16 02:35:03
Chiyonokuni,1.82,Arawashi,1.99,2017-09-16 02:35:03
Daieisho,1.4,Sadanoumi,2.96,2017-09-16 02:35:03
Daishomaru,1.43,Tokushoryu,2.83,2017-09-16 02:35:03
Endo,1.90909090909091,Takekaze,1.89,2017-09-16 02:35:03
Hokutofuji,2.72,Onosho,1.46,2017-09-16 02:35:03
Ichinojo,2.19,Chiyoshoma,1.68,2017-09-16 02:35:03
Ishiura,2.09,Ikioi,1.74,2017-09-16 02:35:03
Kaisei,1.67,Chiyomaru,2.2,2017-09-16 02:35:03
Mitakeumi,1.5,Tochiozan,2.59,2017-09-16 02:35:03
Nishikigi,2.875,Takarafuji,1.42,2017-09-16 02:35:03
Shodai,2.28,Goeido,1.63,2017-09-16 02:35:03
Shohozan,2.34,Harumafuji,1.6,2017-09-16 02:35:03
Takakeisho,1.8,Chiyotairyu,2.01,2017-09-16 02:35:03
Takanoiwa,1.65,Kagayaki,2.24,2017-09-16 02:35:03
Tamawashi,2.59,Kotoshogiku,1.5,2017-09-16 02:35:03
Yutakayama,1.95,Okinoumi,1.85,2017-09-16 02:35:03
Asanoyama,2.12,Daiamami,1.72,2017-09-16 02:40:02
Chiyonokuni,1.82,Arawashi,1.99,2017-09-16 02:40:02
Daieisho,1.4,Sadanoumi,2.96,2017-09-16 02:40:02
Daishomaru,1.43,Tokushoryu,2.83,2017-09-16 02:40:02
Endo,1.90909090909091,Takekaze,1.89,2017-09-16 02:40:02
Hokutofuji,2.72,Onosho,1.46,2017-09-16 02:40:02
Ichinojo,2.19,Chiyoshoma,1.68,2017-09-16 02:40:02
Ishiura,2.09,Ikioi,1.74,2017-09-16 02:40:02
Kaisei,1.67,Chiyomaru,2.2,2017-09-16 02:40:02
Mitakeumi,1.5,Tochiozan,2.59,2017-09-16 02:40:02
Nishikigi,2.875,Takarafuji,1.42,2017-09-16 02:40:02
Shodai,2.28,Goeido,1.63,2017-09-16 02:40:02
Shohozan,2.34,Harumafuji,1.6,2017-09-16 02:40:02
Takakeisho,1.8,Chiyotairyu,2.01,2017-09-16 02:40:02
Takanoiwa,1.65,Kagayaki,2.24,2017-09-16 02:40:02
Tamawashi,2.59,Kotoshogiku,1.5,2017-09-16 02:40:02
Yutakayama,1.95,Okinoumi,1.85,2017-09-16 02:40:02
Asanoyama,2.12,Daiamami,1.72,2017-09-16 02:45:03
Chiyonokuni,1.82,Arawashi,1.99,2017-09-16 02:45:03
Daieisho,1.4,Sadanoumi,2.96,2017-09-16 02:45:03
Daishomaru,1.43,Tokushoryu,2.83,2017-09-16 02:45:03
Endo,1.90909090909091,Takekaze,1.89,2017-09-16 02:45:03
Hokutofuji,2.72,Onosho,1.46,2017-09-16 02:45:03
Ichinojo,2.19,Chiyoshoma,1.68,2017-09-16 02:45:03
Ishiura,2.09,Ikioi,1.74,2017-09-16 02:45:03
Kaisei,1.67,Chiyomaru,2.2,2017-09-16 02:45:03
Mitakeumi,1.5,Tochiozan,2.59,2017-09-16 02:45:03
Nishikigi,2.875,Takarafuji,1.42,2017-09-16 02:45:03
Shodai,2.28,Goeido,1.63,2017-09-16 02:45:03
Shohozan,2.34,Harumafuji,1.6,2017-09-16 02:45:03
Takakeisho,1.8,Chiyotairyu,2.01,2017-09-16 02:45:03
Takanoiwa,1.65,Kagayaki,2.24,2017-09-16 02:45:03
Tamawashi,2.59,Kotoshogiku,1.5,2017-09-16 02:45:03
Yutakayama,1.95,Okinoumi,1.85,2017-09-16 02:45:03
Asanoyama,2.12,Daiamami,1.72,2017-09-16 02:50:02
Chiyonokuni,1.82,Arawashi,1.99,2017-09-16 02:50:02
Daieisho,1.4,Sadanoumi,2.96,2017-09-16 02:50:02
Daishomaru,1.43,Tokushoryu,2.83,2017-09-16 02:50:02
Endo,1.90909090909091,Takekaze,1.89,2017-09-16 02:50:02
Hokutofuji,2.72,Onosho,1.46,2017-09-16 02:50:02
Ichinojo,2.19,Chiyoshoma,1.68,2017-09-16 02:50:02
Ishiura,2.09,Ikioi,1.74,2017-09-16 02:50:02
Kaisei,1.67,Chiyomaru,2.2,2017-09-16 02:50:02
Mitakeumi,1.5,Tochiozan,2.59,2017-09-16 02:50:02
Nishikigi,2.875,Takarafuji,1.42,2017-09-16 02:50:02
Shodai,2.28,Goeido,1.63,2017-09-16 02:50:02
Shohozan,2.34,Harumafuji,1.6,2017-09-16 02:50:02
Takakeisho,1.8,Chiyotairyu,2.01,2017-09-16 02:50:02
Takanoiwa,1.65,Kagayaki,2.24,2017-09-16 02:50:02
Tamawashi,2.59,Kotoshogiku,1.5,2017-09-16 02:50:02
Yutakayama,1.95,Okinoumi,1.85,2017-09-16 02:50:02
Asanoyama,2.12,Daiamami,1.72,2017-09-16 02:55:03
Chiyonokuni,1.82,Arawashi,1.99,2017-09-16 02:55:03
Daieisho,1.4,Sadanoumi,2.96,2017-09-16 02:55:03
Daishomaru,1.43,Tokushoryu,2.83,2017-09-16 02:55:03
Endo,1.90909090909091,Takekaze,1.89,2017-09-16 02:55:03
Hokutofuji,2.72,Onosho,1.46,2017-09-16 02:55:03
Ichinojo,2.19,Chiyoshoma,1.68,2017-09-16 02:55:03
Ishiura,2.09,Ikioi,1.74,2017-09-16 02:55:03
Kaisei,1.67,Chiyomaru,2.2,2017-09-16 02:55:03
Mitakeumi,1.5,Tochiozan,2.59,2017-09-16 02:55:03
Nishikigi,2.875,Takarafuji,1.42,2017-09-16 02:55:03
Shodai,2.28,Goeido,1.63,2017-09-16 02:55:03
Shohozan,2.34,Harumafuji,1.6,2017-09-16 02:55:03
Takakeisho,1.8,Chiyotairyu,2.01,2017-09-16 02:55:03
Takanoiwa,1.65,Kagayaki,2.24,2017-09-16 02:55:03
Tamawashi,2.59,Kotoshogiku,1.5,2017-09-16 02:55:03
Yutakayama,1.95,Okinoumi,1.85,2017-09-16 02:55:03
Asanoyama,2.12,Daiamami,1.72,2017-09-16 03:00:02
Chiyonokuni,1.82,Arawashi,1.99,2017-09-16 03:00:02
Daieisho,1.4,Sadanoumi,2.96,2017-09-16 03:00:02
Daishomaru,1.43,Tokushoryu,2.83,2017-09-16 03:00:02
Endo,1.90909090909091,Takekaze,1.89,2017-09-16 03:00:02
Hokutofuji,2.72,Onosho,1.46,2017-09-16 03:00:02
Ichinojo,2.19,Chiyoshoma,1.68,2017-09-16 03:00:02
Ishiura,2.09,Ikioi,1.74,2017-09-16 03:00:02
Kaisei,1.67,Chiyomaru,2.2,2017-09-16 03:00:02
Mitakeumi,1.5,Tochiozan,2.59,2017-09-16 03:00:02
Nishikigi,2.875,Takarafuji,1.42,2017-09-16 03:00:02
Shodai,2.28,Goeido,1.63,2017-09-16 03:00:02
Shohozan,2.34,Harumafuji,1.6,2017-09-16 03:00:02
Takakeisho,1.8,Chiyotairyu,2.01,2017-09-16 03:00:02
Takanoiwa,1.65,Kagayaki,2.24,2017-09-16 03:00:02
Tamawashi,2.59,Kotoshogiku,1.5,2017-09-16 03:00:02
Yutakayama,1.95,Okinoumi,1.85,2017-09-16 03:00:02
Asanoyama,2.12,Daiamami,1.72,2017-09-16 03:05:03
Chiyonokuni,1.82,Arawashi,1.99,2017-09-16 03:05:03
Daieisho,1.4,Sadanoumi,2.96,2017-09-16 03:05:03
Daishomaru,1.43,Tokushoryu,2.83,2017-09-16 03:05:03
Endo,1.90909090909091,Takekaze,1.89,2017-09-16 03:05:03
Hokutofuji,2.72,Onosho,1.46,2017-09-16 03:05:03
Ichinojo,2.19,Chiyoshoma,1.68,2017-09-16 03:05:03
Ishiura,2.09,Ikioi,1.74,2017-09-16 03:05:03
Kaisei,1.67,Chiyomaru,2.2,2017-09-16 03:05:03
Mitakeumi,1.5,Tochiozan,2.59,2017-09-16 03:05:03
Nishikigi,2.875,Takarafuji,1.42,2017-09-16 03:05:03
Shodai,2.28,Goeido,1.63,2017-09-16 03:05:03
Shohozan,2.34,Harumafuji,1.6,2017-09-16 03:05:03
Takakeisho,1.8,Chiyotairyu,2.01,2017-09-16 03:05:03
Takanoiwa,1.65,Kagayaki,2.24,2017-09-16 03:05:03
Tamawashi,2.59,Kotoshogiku,1.5,2017-09-16 03:05:03
Yutakayama,1.95,Okinoumi,1.85,2017-09-16 03:05:03
Asanoyama,2.12,Daiamami,1.72,2017-09-16 03:10:02
Chiyonokuni,1.82,Arawashi,1.99,2017-09-16 03:10:02
Daieisho,1.4,Sadanoumi,2.96,2017-09-16 03:10:02
Daishomaru,1.43,Tokushoryu,2.83,2017-09-16 03:10:02
Endo,1.90909090909091,Takekaze,1.89,2017-09-16 03:10:02
Hokutofuji,2.72,Onosho,1.46,2017-09-16 03:10:02
Ichinojo,2.19,Chiyoshoma,1.68,2017-09-16 03:10:02
Ishiura,2.09,Ikioi,1.74,2017-09-16 03:10:02
Kaisei,1.67,Chiyomaru,2.2,2017-09-16 03:10:02
Mitakeumi,1.5,Tochiozan,2.59,2017-09-16 03:10:02
Nishikigi,2.875,Takarafuji,1.42,2017-09-16 03:10:02
Shodai,2.28,Goeido,1.63,2017-09-16 03:10:02
Shohozan,2.34,Harumafuji,1.6,2017-09-16 03:10:02
Takakeisho,1.8,Chiyotairyu,2.01,2017-09-16 03:10:02
Takanoiwa,1.65,Kagayaki,2.24,2017-09-16 03:10:02
Tamawashi,2.59,Kotoshogiku,1.5,2017-09-16 03:10:02
Yutakayama,1.95,Okinoumi,1.85,2017-09-16 03:10:02
Asanoyama,2.12,Daiamami,1.72,2017-09-16 03:15:03
Chiyonokuni,1.82,Arawashi,1.99,2017-09-16 03:15:03
Daieisho,1.4,Sadanoumi,2.96,2017-09-16 03:15:03
Daishomaru,1.43,Tokushoryu,2.83,2017-09-16 03:15:03
Endo,1.90909090909091,Takekaze,1.89,2017-09-16 03:15:03
Hokutofuji,2.72,Onosho,1.46,2017-09-16 03:15:03
Ichinojo,2.19,Chiyoshoma,1.68,2017-09-16 03:15:03
Ishiura,2.09,Ikioi,1.74,2017-09-16 03:15:03
Kaisei,1.67,Chiyomaru,2.2,2017-09-16 03:15:03
Mitakeumi,1.5,Tochiozan,2.59,2017-09-16 03:15:03
Nishikigi,2.875,Takarafuji,1.42,2017-09-16 03:15:03
Shodai,2.28,Goeido,1.63,2017-09-16 03:15:03
Shohozan,2.34,Harumafuji,1.6,2017-09-16 03:15:03
Takakeisho,1.8,Chiyotairyu,2.01,2017-09-16 03:15:03
Takanoiwa,1.65,Kagayaki,2.24,2017-09-16 03:15:03
Tamawashi,2.59,Kotoshogiku,1.5,2017-09-16 03:15:03
Yutakayama,1.95,Okinoumi,1.85,2017-09-16 03:15:03
Asanoyama,2.12,Daiamami,1.72,2017-09-16 03:20:02
Chiyonokuni,1.82,Arawashi,1.99,2017-09-16 03:20:02
Daieisho,1.4,Sadanoumi,2.96,2017-09-16 03:20:02
Daishomaru,1.43,Tokushoryu,2.83,2017-09-16 03:20:02
Endo,1.90909090909091,Takekaze,1.89,2017-09-16 03:20:02
Hokutofuji,2.72,Onosho,1.46,2017-09-16 03:20:02
Ichinojo,2.19,Chiyoshoma,1.68,2017-09-16 03:20:02
Ishiura,2.09,Ikioi,1.74,2017-09-16 03:20:02
Kaisei,1.67,Chiyomaru,2.2,2017-09-16 03:20:02
Mitakeumi,1.5,Tochiozan,2.59,2017-09-16 03:20:02
Nishikigi,2.875,Takarafuji,1.42,2017-09-16 03:20:02
Shodai,2.28,Goeido,1.63,2017-09-16 03:20:02
Shohozan,2.34,Harumafuji,1.6,2017-09-16 03:20:02
Takakeisho,1.8,Chiyotairyu,2.01,2017-09-16 03:20:02
Takanoiwa,1.65,Kagayaki,2.24,2017-09-16 03:20:02
Tamawashi,2.59,Kotoshogiku,1.5,2017-09-16 03:20:02
Yutakayama,1.95,Okinoumi,1.85,2017-09-16 03:20:02
Asanoyama,2.12,Daiamami,1.72,2017-09-16 03:25:03
Chiyonokuni,1.82,Arawashi,1.99,2017-09-16 03:25:03
Daieisho,1.4,Sadanoumi,2.96,2017-09-16 03:25:03
Daishomaru,1.43,Tokushoryu,2.83,2017-09-16 03:25:03
Endo,1.90909090909091,Takekaze,1.89,2017-09-16 03:25:03
Hokutofuji,2.72,Onosho,1.46,2017-09-16 03:25:03
Ichinojo,2.19,Chiyoshoma,1.68,2017-09-16 03:25:03
Ishiura,2.09,Ikioi,1.74,2017-09-16 03:25:03
Kaisei,1.67,Chiyomaru,2.2,2017-09-16 03:25:03
Mitakeumi,1.5,Tochiozan,2.59,2017-09-16 03:25:03
Nishikigi,2.875,Takarafuji,1.42,2017-09-16 03:25:03
Shodai,2.28,Goeido,1.63,2017-09-16 03:25:03
Shohozan,2.34,Harumafuji,1.6,2017-09-16 03:25:03
Takakeisho,1.8,Chiyotairyu,2.01,2017-09-16 03:25:03
Takanoiwa,1.65,Kagayaki,2.24,2017-09-16 03:25:03
Tamawashi,2.59,Kotoshogiku,1.5,2017-09-16 03:25:03
Yutakayama,1.95,Okinoumi,1.85,2017-09-16 03:25:03
Asanoyama,2.12,Daiamami,1.72,2017-09-16 03:30:02
Chiyonokuni,1.82,Arawashi,1.99,2017-09-16 03:30:02
Daieisho,1.4,Sadanoumi,2.96,2017-09-16 03:30:02
Daishomaru,1.43,Tokushoryu,2.83,2017-09-16 03:30:02
Endo,1.90909090909091,Takekaze,1.89,2017-09-16 03:30:02
Hokutofuji,2.72,Onosho,1.46,2017-09-16 03:30:02
Ichinojo,2.19,Chiyoshoma,1.68,2017-09-16 03:30:02
Ishiura,2.09,Ikioi,1.74,2017-09-16 03:30:02
Kaisei,1.67,Chiyomaru,2.2,2017-09-16 03:30:02
Mitakeumi,1.5,Tochiozan,2.59,2017-09-16 03:30:02
Nishikigi,2.875,Takarafuji,1.42,2017-09-16 03:30:02
Shodai,2.28,Goeido,1.63,2017-09-16 03:30:02
Shohozan,2.34,Harumafuji,1.6,2017-09-16 03:30:02
Takakeisho,1.8,Chiyotairyu,2.01,2017-09-16 03:30:02
Takanoiwa,1.65,Kagayaki,2.24,2017-09-16 03:30:02
Tamawashi,2.59,Kotoshogiku,1.5,2017-09-16 03:30:02
Yutakayama,1.95,Okinoumi,1.85,2017-09-16 03:30:02
Asanoyama,2.12,Daiamami,1.72,2017-09-16 03:35:03
Chiyonokuni,1.82,Arawashi,1.99,2017-09-16 03:35:03
Daieisho,1.4,Sadanoumi,2.96,2017-09-16 03:35:03
Daishomaru,1.43,Tokushoryu,2.83,2017-09-16 03:35:03
Endo,1.90909090909091,Takekaze,1.89,2017-09-16 03:35:03
Hokutofuji,2.72,Onosho,1.46,2017-09-16 03:35:03
Ichinojo,2.19,Chiyoshoma,1.68,2017-09-16 03:35:03
Ishiura,2.09,Ikioi,1.74,2017-09-16 03:35:03
Kaisei,1.67,Chiyomaru,2.2,2017-09-16 03:35:03
Mitakeumi,1.5,Tochiozan,2.59,2017-09-16 03:35:03
Nishikigi,2.875,Takarafuji,1.42,2017-09-16 03:35:03
Shodai,2.28,Goeido,1.63,2017-09-16 03:35:03
Shohozan,2.34,Harumafuji,1.6,2017-09-16 03:35:03
Takakeisho,1.8,Chiyotairyu,2.01,2017-09-16 03:35:03
Takanoiwa,1.65,Kagayaki,2.24,2017-09-16 03:35:03
Tamawashi,2.59,Kotoshogiku,1.5,2017-09-16 03:35:03
Yutakayama,1.95,Okinoumi,1.85,2017-09-16 03:35:03
Asanoyama,2.12,Daiamami,1.72,2017-09-16 03:40:02
Chiyonokuni,1.82,Arawashi,1.99,2017-09-16 03:40:02
Daieisho,1.4,Sadanoumi,2.96,2017-09-16 03:40:02
Daishomaru,1.43,Tokushoryu,2.83,2017-09-16 03:40:02
Endo,1.90909090909091,Takekaze,1.89,2017-09-16 03:40:02
Hokutofuji,2.72,Onosho,1.46,2017-09-16 03:40:02
Ichinojo,2.19,Chiyoshoma,1.68,2017-09-16 03:40:02
Ishiura,2.09,Ikioi,1.74,2017-09-16 03:40:02
Kaisei,1.67,Chiyomaru,2.2,2017-09-16 03:40:02
Mitakeumi,1.5,Tochiozan,2.59,2017-09-16 03:40:02
Nishikigi,2.875,Takarafuji,1.42,2017-09-16 03:40:02
Shodai,2.28,Goeido,1.63,2017-09-16 03:40:02
Shohozan,2.34,Harumafuji,1.6,2017-09-16 03:40:02
Takakeisho,1.8,Chiyotairyu,2.01,2017-09-16 03:40:02
Takanoiwa,1.65,Kagayaki,2.24,2017-09-16 03:40:02
Tamawashi,2.59,Kotoshogiku,1.5,2017-09-16 03:40:02
Yutakayama,1.95,Okinoumi,1.85,2017-09-16 03:40:02
Asanoyama,2.12,Daiamami,1.72,2017-09-16 03:45:03
Chiyonokuni,1.82,Arawashi,1.99,2017-09-16 03:45:03
Daieisho,1.4,Sadanoumi,2.96,2017-09-16 03:45:03
Daishomaru,1.43,Tokushoryu,2.83,2017-09-16 03:45:03
Endo,1.90909090909091,Takekaze,1.89,2017-09-16 03:45:03
Hokutofuji,2.72,Onosho,1.46,2017-09-16 03:45:03
Ichinojo,2.19,Chiyoshoma,1.68,2017-09-16 03:45:03
Ishiura,2.09,Ikioi,1.74,2017-09-16 03:45:03
Kaisei,1.67,Chiyomaru,2.2,2017-09-16 03:45:03
Mitakeumi,1.5,Tochiozan,2.59,2017-09-16 03:45:03
Nishikigi,2.875,Takarafuji,1.42,2017-09-16 03:45:03
Shodai,2.28,Goeido,1.63,2017-09-16 03:45:03
Shohozan,2.34,Harumafuji,1.6,2017-09-16 03:45:03
Takakeisho,1.8,Chiyotairyu,2.01,2017-09-16 03:45:03
Takanoiwa,1.65,Kagayaki,2.24,2017-09-16 03:45:03
Tamawashi,2.59,Kotoshogiku,1.5,2017-09-16 03:45:03
Yutakayama,1.95,Okinoumi,1.85,2017-09-16 03:45:03
Asanoyama,2.12,Daiamami,1.72,2017-09-16 03:50:02
Chiyonokuni,1.82,Arawashi,1.99,2017-09-16 03:50:02
Daieisho,1.4,Sadanoumi,2.96,2017-09-16 03:50:02
Daishomaru,1.43,Tokushoryu,2.83,2017-09-16 03:50:02
Endo,1.90909090909091,Takekaze,1.89,2017-09-16 03:50:02
Hokutofuji,2.72,Onosho,1.46,2017-09-16 03:50:02
Ichinojo,2.19,Chiyoshoma,1.68,2017-09-16 03:50:02
Ishiura,2.09,Ikioi,1.74,2017-09-16 03:50:02
Kaisei,1.67,Chiyomaru,2.2,2017-09-16 03:50:02
Mitakeumi,1.5,Tochiozan,2.59,2017-09-16 03:50:02
Nishikigi,2.875,Takarafuji,1.42,2017-09-16 03:50:02
Shodai,2.28,Goeido,1.63,2017-09-16 03:50:02
Shohozan,2.34,Harumafuji,1.6,2017-09-16 03:50:02
Takakeisho,1.8,Chiyotairyu,2.01,2017-09-16 03:50:02
Takanoiwa,1.65,Kagayaki,2.24,2017-09-16 03:50:02
